store,month,sales,price,promo
157,7,113.56,2.9542,0
157,8,133.92,2.8688,1
157,9,117.85,3.0905,0
157,10,111.72,3.2189,0
157,11,178.42,3.03,1
157,12,96.692,3.1951,0
158,1,113.53,2.7599,0
158,2,103,2.8702,0
158,3,113.89,2.8394,0
158,4,113.19,2.829,0
158,5,87.329,2.7591,0
158,6,89.284,2.9413,1
158,7,97.433,3.1595,0
158,8,101.16,2.73,0
158,9,120.51,2.8353,0
158,10,120.78,2.9181,0
158,11,131.16,3.0257,0
158,12,100.63,3.0316,0
159,1,71.168,1.2788,0
159,2,115.44,1.0965,0
159,3,87.746,1.2593,0
159,4,135.46,1.2593,0
159,5,119.52,1.3104,0
159,6,118.08,1.1832,0
159,7,81.726,1.2431,0
159,8,122.87,1.1609,1
159,9,128.67,1.2256,0
159,10,96.455,1.2055,0
159,11,130.61,1.4315,0
159,12,122.2,1.4009,0
160,1,112.11,2.9247,0
160,2,112.61,3.0005,0
160,3,124.2,2.8815,0
160,4,79.396,2.8652,1
160,5,102.99,3.0239,0
160,6,142.05,2.8194,0
160,7,76.233,2.8362,0
160,8,133.2,2.9273,0
160,9,143.61,2.9395,0
160,10,107.99,2.9811,0
160,11,111.67,3.0778,0
160,12,125.58,2.9102,0
161,1,91.747,3.8495,0
161,2,150.75,3.7143,0
161,3,121.79,3.8639,0
161,4,101.01,3.9734,0
161,5,118.32,3.8959,0
161,6,128.64,3.867,0
161,7,129.93,3.9431,0
161,8,101.67,4.0826,1
161,9,97.523,4.0179,0
161,10,95.124,3.9825,1
161,11,138.17,3.6445,1
161,12,130.94,4.0455,1
162,1,117.23,2.9293,0
162,2,113.16,2.7094,0
162,3,148.88,2.8316,0
162,4,116.01,2.959,0
162,5,96.317,3.0708,0
162,6,115.19,3.0828,0
162,7,127.2,3.0521,0
162,8,92.655,3.1443,0
162,9,126.28,2.9074,0
162,10,96.608,3.0097,0
162,11,104.74,2.9731,0
162,12,115.06,2.9329,0
163,1,114.81,3.1107,0
163,2,96.649,3.1299,0
163,3,178.89,3.3645,1
163,4,108.96,3.2656,0
163,5,116.5,3.1758,0
163,6,132.99,3.3925,1
163,7,117.01,3.4049,0
163,8,100.1,3.4573,0
163,9,128.61,3.3859,0
163,10,117.74,3.6686,0
163,11,91.431,3.3116,0
163,12,139.33,3.3621,1
164,1,81.077,2.0819,0
164,2,109.69,2.141,0
164,3,109.08,1.996,0
164,4,99.748,2.1304,0
164,5,132.54,2.2587,0
164,6,142.34,2.0235,0
164,7,127.78,2.1656,0
164,8,117.68,2.2315,0
164,9,129.69,2.2786,1
164,10,141.66,2.3816,0
164,11,119.74,2.2877,0
164,12,122.1,2.2998,0
165,1,128.68,4.4636,0
165,2,182.05,4.495,0
165,3,112.75,4.4784,1
165,4,141.62,4.5656,1
165,5,114.72,4.5634,0
165,6,123.45,4.5881,1
165,7,170.43,4.5028,1
165,8,103.56,4.6718,1
165,9,125.11,4.5398,0
165,10,128.63,4.5799,0
165,11,151.73,4.5648,1
165,12,160.63,4.7201,0
166,1,134.49,2.6443,0
166,2,134.43,2.4303,0
166,3,77.215,2.54,0
166,4,76.534,2.5418,0
166,5,117.42,2.5735,1
166,6,93.518,2.4778,0
166,7,127.63,2.4247,0
166,8,137.3,2.4183,0
166,9,114.11,2.5684,0
166,10,107.25,2.5792,0
166,11,95.845,2.5523,0
166,12,121.01,2.4258,0
167,1,118.03,3.81,0
167,2,113.86,3.8452,1
167,3,98.006,3.7846,0
167,4,103.34,3.9264,0
167,5,122.96,3.9427,1
167,6,87.798,3.8705,0
167,7,88.45,3.7409,0
167,8,92.658,3.8899,0
167,9,124.51,3.8151,0
167,10,117.78,3.8777,0
167,11,120.37,3.9365,0
167,12,122.77,4.0151,0
168,1,103.75,3.4652,0
168,2,90.739,3.2477,0
168,3,119.69,3.3801,0
168,4,132.91,3.3367,1
168,5,88.871,3.3278,0
168,6,100.98,3.2452,0
168,7,103.2,3.3194,0
168,8,106.27,3.2818,0
168,9,122.65,3.4828,1
168,10,161.71,3.3162,0
168,11,101.11,3.5468,0
168,12,133.6,3.3223,1
169,1,107.33,2.3257,0
169,2,100.12,2.3269,1
169,3,103.3,2.4746,0
169,4,131.45,2.289,0
169,5,121.89,2.2323,0
169,6,127.83,2.3683,0
169,7,111.9,2.4419,0
169,8,123.17,2.3332,0
169,9,98.131,2.48,0
169,10,117.01,2.343,0
169,11,128.31,2.5934,0
169,12,160.8,2.356,1
170,1,140.09,2.9119,0
170,2,67.208,3.3138,0
170,3,89.678,3.2117,0
170,4,128.52,3.1114,0
170,5,125.93,3.2251,1
170,6,138.9,3.2409,1
170,7,117.27,3.1435,0
170,8,136.91,3.2504,1
170,9,110.92,3.3589,0
170,10,115.91,3.1609,0
170,11,131.64,3.2656,0
170,12,120.68,3.3136,0
171,1,107.92,3.4423,1
171,2,98.079,3.1456,0
171,3,110.8,3.3487,0
171,4,127.65,3.2027,0
171,5,102.43,3.2639,0
171,6,147.81,3.3407,1
171,7,137.14,3.3329,0
171,8,88.427,3.2856,0
171,9,136.88,3.3543,0
171,10,138.29,3.2875,0
171,11,119.04,3.2845,0
171,12,130.5,3.4709,0
172,1,132.18,3.0666,0
172,2,126.73,3.1265,0
172,3,110.37,3.1466,0
172,4,107.02,3.088,1
172,5,118.48,3.2971,0
172,6,100.49,3.1648,1
172,7,150.44,3.2315,1
172,8,146.49,3.0056,0
172,9,130.23,3.2934,0
172,10,123.81,3.1255,0
172,11,103.39,3.2201,0
172,12,113.76,3.2225,0
173,1,117.22,2.4935,0
173,2,87.737,2.5488,0
173,3,102.57,2.4749,0
173,4,91.003,2.8564,0
173,5,81.441,2.6626,0
173,6,129.37,2.5337,0
173,7,141.18,2.6567,0
173,8,149.33,2.5481,0
173,9,147.31,2.7305,0
173,10,113.25,2.8078,0
173,11,103.47,2.7264,0
173,12,126.69,2.7827,0
174,1,125.89,3.8569,0
174,2,131.8,3.8946,0
174,3,102.55,3.8924,0
174,4,118.47,3.9117,0
174,5,91.371,4.0516,0
174,6,135.21,3.8875,0
174,7,146.59,4.0018,0
174,8,149.83,3.9953,1
174,9,147.93,3.9433,0
174,10,120.57,4.1597,0
174,11,123.53,4.2564,0
174,12,109.55,4.0506,0
175,1,115,2.0728,0
175,2,124.22,2.1602,0
175,3,113.2,2.2163,0
175,4,108.09,2.2504,0
175,5,109.61,2.201,0
175,6,105.21,2.2596,0
175,7,123.19,2.0791,0
175,8,149.82,2.164,0
175,9,109.01,2.2446,0
175,10,99.559,2.2691,0
175,11,127.08,2.1509,0
175,12,140.32,2.2495,0
176,1,90.173,4.0728,0
176,2,115.82,3.9739,0
176,3,114,3.9079,1
176,4,97.2,3.8579,0
176,5,93.436,3.9896,0
176,6,71.701,4.1388,0
176,7,116.99,4.1724,0
176,8,183.93,4.0368,0
176,9,111.61,4.0483,0
176,10,137.84,4.0645,0
176,11,149.19,3.9731,0
176,12,99.478,4.117,0
177,1,84.248,1.2813,0
177,2,106.98,1.017,0
177,3,129.8,1.1319,0
177,4,119.9,1.1885,0
177,5,101.47,1.2016,0
177,6,134.77,0.98783,0
177,7,109.59,1.1553,0
177,8,123.61,1.1861,0
177,9,135.32,1.3272,0
177,10,130.38,1.2769,0
177,11,131.64,1.1269,0
177,12,101.85,1.1533,0
178,1,105.64,4.262,0
178,2,68.786,3.9678,0
178,3,137.22,4.048,1
178,4,126.09,4.0624,1
178,5,90.096,4.1359,0
178,6,85.65,4.0602,0
178,7,135.21,4.1221,0
178,8,114.82,4.0393,0
178,9,123.06,4.1651,0
178,10,141.14,4.1904,0
178,11,104.42,4.2785,0
178,12,139.08,4.2152,0
179,1,88.471,3.3436,0
179,2,93.198,3.4907,0
179,3,100.16,3.4543,0
179,4,105.97,3.4663,0
179,5,111.45,3.3198,1
179,6,133.65,3.5236,0
179,7,131.95,3.4988,0
179,8,148.21,3.4231,0
179,9,113.39,3.501,0
179,10,179.96,3.4142,1
179,11,132.14,3.5293,0
179,12,114.02,3.4073,0
180,1,121.84,2.0107,0
180,2,121.98,2.0296,1
180,3,134.89,1.8001,0
180,4,134.85,1.9024,1
180,5,122.74,1.9143,1
180,6,125.54,2.0222,0
180,7,112.11,1.9964,0
180,8,116.39,2.069,1
180,9,104.42,1.7918,0
180,10,123.59,2.1737,0
180,11,130.02,2.0308,0
180,12,116.72,1.9537,0
181,1,158.04,2.7064,1
181,2,66.611,2.6913,0
181,3,106.77,2.7555,0
181,4,127.17,2.6663,0
181,5,92.1,2.8387,0
181,6,101.36,2.6547,1
181,7,120.42,2.6591,1
181,8,102.34,2.7262,0
181,9,105.93,2.7,0
181,10,145.23,2.8221,0
181,11,134.29,2.7371,0
181,12,142.87,2.8968,1
182,1,128.8,4.3668,0
182,2,116.41,4.4338,0
182,3,114.04,4.4749,0
182,4,123.16,4.5707,1
182,5,139.08,4.6175,0
182,6,116.37,4.6847,0
182,7,87.558,4.6441,1
182,8,124.81,4.5516,0
182,9,102.59,4.654,0
182,10,153.46,4.5985,0
182,11,122.79,4.5214,0
182,12,142.07,4.4437,0
183,1,116.21,0.64086,0
183,2,122.23,0.59261,0
183,3,95.346,0.6493,0
183,4,84.161,0.80084,0
183,5,67.316,0.75632,0
183,6,105.54,0.6604,0
183,7,119.61,0.65882,0
183,8,114.69,0.74272,0
183,9,113.2,0.66663,0
183,10,117.78,0.81223,0
183,11,139.62,0.68347,0
183,12,154.85,0.64028,0
184,1,139.41,1.7506,0
184,2,84.517,1.6284,0
184,3,95.401,1.8743,0
184,4,102.77,1.7822,1
184,5,137.68,1.765,0
184,6,109.04,1.7664,0
184,7,120.48,1.6963,0
184,8,99.677,1.8297,0
184,9,105.43,1.8538,0
184,10,115,1.9445,0
184,11,89.332,1.9156,1
184,12,141.02,1.9646,0
185,1,133.52,3.5744,1
185,2,76.061,3.6639,1
185,3,110.44,3.4789,0
185,4,127.37,3.5704,0
185,5,136.77,3.7873,0
185,6,137.21,3.6224,1
185,7,100.5,3.5789,0
185,8,158.4,3.5566,1
185,9,143.59,3.5593,0
185,10,156.07,3.6164,0
185,11,126.96,3.4832,0
185,12,135.5,3.6043,0
186,1,102.91,3.7056,0
186,2,79.766,3.9353,0
186,3,117.37,3.728,1
186,4,122.68,3.5732,0
186,5,102.44,3.626,0
186,6,87.958,3.6759,0
186,7,89.351,3.5781,0
186,8,95.292,3.6632,0
186,9,112.52,3.5885,0
186,10,131.9,3.7169,0
186,11,91.792,3.7518,0
186,12,155.13,3.768,0
187,1,73.549,2.8721,0
187,2,140.21,2.8162,0
187,3,100.56,2.7964,1
187,4,118.76,2.9501,0
187,5,123.5,2.8574,0
187,6,121.34,2.7318,0
187,7,97.219,2.8211,0
187,8,138.74,2.8882,0
187,9,131.6,2.9836,0
187,10,90.59,2.7683,0
187,11,151.98,2.9335,0
187,12,123.95,2.8596,0
188,1,132.55,2.1838,0
188,2,113.88,1.9664,0
188,3,106.79,2.1722,0
188,4,128.39,2.1448,0
188,5,98.678,2.2504,0
188,6,102.28,2.1567,0
188,7,108.1,1.9863,0
188,8,116.26,2.1362,0
188,9,117.65,2.1641,0
188,10,118.12,2.1589,1
188,11,122.54,2.2769,0
188,12,168.77,2.3391,0
189,1,60.736,1.8841,0
189,2,114.05,1.9888,1
189,3,91.213,1.8039,0
189,4,139.09,1.8108,0
189,5,107.39,2.1139,0
189,6,110.06,2.0107,0
189,7,88.948,2.051,0
189,8,102.04,1.7955,0
189,9,112.79,2.0166,0
189,10,135.1,2.0258,0
189,11,124.38,1.848,0
189,12,87.143,2.014,0
190,1,128.04,4.9913,0
190,2,114.68,5.0047,1
190,3,116.53,4.8854,0
190,4,161.59,4.8681,0
190,5,131.25,4.9597,1
190,6,91.969,5.0033,0
190,7,118.54,5.2375,0
190,8,127.13,4.9459,0
190,9,109.73,5.044,1
190,10,113.65,5.0459,1
190,11,129.36,5.3215,0
190,12,145.49,4.9249,0
191,1,97.215,3.8361,0
191,2,97.804,3.8541,0
191,3,129.01,3.8952,0
191,4,114.66,4.1233,0
191,5,116.58,3.8568,1
191,6,94.415,3.8765,0
191,7,88.428,3.9677,0
191,8,129.04,3.8686,0
191,9,118.96,3.9425,0
191,10,113.12,3.8645,0
191,11,110.46,3.9917,0
191,12,114.87,4.1337,0
192,1,81.169,3.4171,0
192,2,92.493,3.3743,0
192,3,111.75,3.4579,0
192,4,90.369,3.3565,0
192,5,143.32,3.5458,0
192,6,136.24,3.5625,0
192,7,147.49,3.4535,0
192,8,117.61,3.6466,0
192,9,104.65,3.5973,0
192,10,124.03,3.6174,0
192,11,144.09,3.4372,0
192,12,153.13,3.4653,1
193,1,90.278,2.7353,0
193,2,108.33,3.1301,0
193,3,132.14,3.0488,1
193,4,176.09,2.9266,0
193,5,104.18,2.9811,0
193,6,117.6,2.8826,1
193,7,120.69,2.9527,0
193,8,92.257,2.9814,1
193,9,125.33,2.9118,0
193,10,116.6,3.0427,0
193,11,93.098,3.0859,0
193,12,126.51,3.2419,0
194,1,120.76,1.6384,0
194,2,102,1.7587,0
194,3,118.06,1.831,0
194,4,83.369,1.7714,0
194,5,114.95,1.8228,0
194,6,84.598,1.8823,0
194,7,132.09,1.8786,0
194,8,89.741,1.8071,0
194,9,143.05,1.7054,0
194,10,110.05,2.0185,0
194,11,114.76,2.0629,0
194,12,122.97,1.8935,0
195,1,149.33,3.8804,0
195,2,101.2,3.911,0
195,3,83.697,4.132,0
195,4,101.09,4.174,0
195,5,143.37,3.9066,1
195,6,97.593,4.1076,1
195,7,115.91,4.0505,0
195,8,141.37,3.9594,0
195,9,98.459,4.277,0
195,10,107.82,3.9444,1
195,11,137.12,4.0735,1
195,12,125.2,3.9636,0
196,1,75.364,3.1689,0
196,2,131.18,3.0467,0
196,3,91.396,3.0199,0
196,4,115.24,3.0224,0
196,5,101.48,2.9177,1
196,6,120.76,3.1091,0
196,7,108.37,3.1909,0
196,8,109.26,3.1675,0
196,9,139.38,2.9524,0
196,10,123.25,3.0864,1
196,11,99.456,3.1576,0
196,12,88.896,3.4709,0
197,1,97.779,1.5092,0
197,2,100.24,1.6784,0
197,3,93.168,1.461,0
197,4,111.56,1.5954,0
197,5,106.77,1.6014,0
197,6,129.27,1.7738,0
197,7,77.512,1.4498,0
197,8,103.76,1.519,0
197,9,91.815,1.6694,0
197,10,131.05,1.659,0
197,11,75.615,1.6551,0
197,12,101.07,1.7188,0
198,1,133.3,1.8622,1
198,2,97.621,1.8306,0
198,3,84.403,1.819,0
198,4,126.9,1.9983,1
198,5,100.63,2.0787,0
198,6,80.215,1.9815,0
198,7,127.31,1.9895,0
198,8,108.9,2.0969,0
198,9,91.642,2.0447,0
198,10,126.01,1.9497,1
198,11,111.9,2.0724,0
198,12,131.9,2.0717,0
199,1,119.7,2.8798,0
199,2,138.26,2.9631,0
199,3,102.2,2.8991,0
199,4,96.027,3.0201,1
199,5,136.08,3.0591,0
199,6,112.59,2.7892,0
199,7,137.58,3.1129,0
199,8,152.64,2.9745,0
199,9,159.5,2.9989,0
199,10,130.18,3.0307,0
199,11,134.1,3.1171,0
199,12,124.44,3.0062,0
200,1,89.245,3.3701,0
200,2,96.67,3.6921,0
200,3,158.13,3.5418,0
200,4,107.66,3.5241,0
200,5,138.66,3.6107,1
200,6,113.28,3.7043,1
200,7,110.9,3.7755,0
200,8,104.06,3.5544,0
200,9,134.73,3.5082,1
200,10,117.14,3.554,0
200,11,122.86,3.6593,0
200,12,138.61,3.6175,0
201,1,140.79,3.2273,0
201,2,128.73,3.2437,1
201,3,117.11,3.1532,0
201,4,118.31,3.2762,0
201,5,93.843,3.2904,1
201,6,160.8,3.3505,1
201,7,105.1,3.4516,0
201,8,137.61,3.3585,0
201,9,121.38,3.4973,0
201,10,141.64,3.5052,0
201,11,122.13,3.331,0
201,12,122.95,3.3438,1
202,1,112.8,3.2874,0
202,2,75.763,3.3507,0
202,3,102.75,3.3186,0
202,4,127.94,3.4019,1
202,5,85.778,3.3256,0
202,6,129.45,3.1776,0
202,7,131.47,3.2094,0
202,8,96.215,3.2562,0
202,9,120.37,3.4,0
202,10,114.39,3.3674,0
202,11,144.11,3.3562,0
202,12,151.97,3.2699,1
203,1,117.3,2.9711,0
203,2,75.942,3.0023,0
203,3,123.95,2.8176,1
203,4,114.19,2.9179,0
203,5,106.79,2.8407,0
203,6,94.854,2.9966,1
203,7,144.48,2.8272,0
203,8,152.86,2.9359,0
203,9,122.94,2.834,0
203,10,102.79,2.7269,0
203,11,111.22,3.0358,1
203,12,101.16,2.8581,1
204,1,135.46,3.7565,0
204,2,105.58,3.9833,0
204,3,118.4,3.7839,1
204,4,75.094,3.8966,0
204,5,123.38,3.8096,0
204,6,142.47,3.888,0
204,7,137.61,3.86,0
204,8,79.525,3.9191,0
204,9,164.63,3.8976,1
204,10,149.36,3.7439,0
204,11,128.04,3.9984,1
204,12,132.53,3.9818,0
205,1,122.87,2.4644,0
205,2,120.43,2.5247,0
205,3,125.62,2.6174,1
205,4,105.97,2.6477,0
205,5,113.85,2.5672,0
205,6,127.47,2.6092,0
205,7,124.48,2.4799,0
205,8,123.67,2.6078,0
205,9,127.6,2.6235,0
205,10,148.92,2.5626,0
205,11,140.31,2.6209,0
205,12,155.41,2.6242,0
206,1,84.789,3.017,0
206,2,129.57,3.0708,1
206,3,101.66,3.135,0
206,4,128.23,2.887,1
206,5,112.87,3.0591,1
206,6,154.37,3.0872,0
206,7,118.92,3.0236,0
206,8,114.35,3.0905,1
206,9,125.7,3.1132,0
206,10,96.102,3.058,0
206,11,114.21,3.1328,0
206,12,114.5,3.2641,0
207,1,116.32,3.1959,0
207,2,115.34,3.1291,0
207,3,135.99,3.311,0
207,4,120.67,3.2252,0
207,5,112.18,3.2168,1
207,6,91.995,3.2177,0
207,7,134.27,3.1153,0
207,8,120.63,3.2091,0
207,9,134.15,3.1639,0
207,10,132.83,3.3471,0
207,11,141.76,3.3362,1
207,12,137.15,3.2517,0
208,1,94.671,4.1963,0
208,2,90.391,4.07,0
208,3,111.59,4.0941,0
208,4,120.7,4.2544,0
208,5,107.04,4.222,0
208,6,107.96,4.0099,0
208,7,127.06,4.0067,1
208,8,131.52,4.2276,0
208,9,107.87,4.2996,0
208,10,129.36,4.1509,0
208,11,119.05,4.1474,1
208,12,147.11,4.0721,1
209,1,159.05,4.4838,0
209,2,153.78,4.5943,0
209,3,115.13,4.4458,1
209,4,88.365,4.6816,1
209,5,100.97,4.6009,0
209,6,125.19,4.6536,0
209,7,118.29,4.5035,0
209,8,129.73,4.596,0
209,9,99.838,4.5872,0
209,10,109.5,4.6689,0
209,11,134.61,4.5486,0
209,12,132.82,4.6472,1
210,1,98.278,2.4437,0
210,2,121.8,2.5802,0
210,3,96.224,2.4626,0
210,4,114.69,2.6645,0
210,5,122.34,2.5783,0
210,6,148.31,2.5379,0
210,7,116.34,2.6902,0
210,8,117.91,2.4489,0
210,9,101.49,2.426,0
210,10,126.97,2.6949,0
210,11,110.38,2.7115,0
210,12,105.73,2.6043,0
211,1,132.68,2.5005,0
211,2,130.97,2.621,0
211,3,130.33,2.4638,0
211,4,131.63,2.5176,0
211,5,116.61,2.4273,1
211,6,133.62,2.5036,0
211,7,79.923,2.5914,0
211,8,104.32,2.4871,1
211,9,102.27,2.6247,0
211,10,140.23,2.6698,0
211,11,134.7,2.5514,0
211,12,112.43,2.6984,0
212,1,128.77,4.6602,1
212,2,87.89,4.8122,1
212,3,147.51,4.7547,0
212,4,170.82,4.8814,1
212,5,135.39,4.7018,0
212,6,134.22,4.7921,0
212,7,135.8,4.628,1
212,8,124.49,4.6863,0
212,9,109.31,4.9788,1
212,10,123.41,4.845,1
212,11,131.93,4.7688,0
212,12,129.62,4.7081,0
213,1,134.16,2.6406,0
213,2,138.81,2.8165,0
213,3,144.11,2.7332,0
213,4,111.78,2.7511,0
213,5,109.76,2.9316,0
213,6,126.77,2.5339,1
213,7,115.26,2.7628,1
213,8,100.14,2.7815,0
213,9,114.09,2.9519,0
213,10,138.38,2.6371,0
213,11,106.47,2.808,0
213,12,155.9,2.9143,0
214,1,142.59,3.8054,0
214,2,101.52,4.0479,1
214,3,124.02,4.1223,1
214,4,125.44,4.2154,0
214,5,112.59,4.1429,1
214,6,116.62,4.1728,0
214,7,133.14,4.3978,1
214,8,150.44,4.1717,1
214,9,132.04,4.1082,1
214,10,115.71,4.1276,0
214,11,137.09,3.9605,1
214,12,149.85,4.2863,0
215,1,128.86,3.6911,0
215,2,123.88,3.4916,0
215,3,115.02,3.5244,1
215,4,138.47,3.6016,0
215,5,137.1,3.7191,1
215,6,146.49,3.5295,0
215,7,127.65,3.6802,0
215,8,147.54,3.5227,0
215,9,123.54,3.7187,0
215,10,114.38,3.7961,0
215,11,106.31,3.706,0
215,12,149.08,3.6016,0
216,1,106.82,4.4549,0
216,2,139.51,4.426,0
216,3,114.09,4.5872,1
216,4,122.83,4.3813,1
216,5,106.85,4.5187,0
216,6,123.34,4.4736,1
216,7,139.55,4.7059,0
216,8,110.89,4.4687,0
216,9,114.9,4.5959,1
216,10,150.6,4.5711,0
216,11,137.53,4.6606,1
216,12,92.904,4.5354,0
217,1,145.14,2.053,0
217,2,79.801,2.1705,0
217,3,96.592,2.0774,0
217,4,99.411,2.031,0
217,5,86.316,2.1466,0
217,6,110.24,2.1563,0
217,7,142.58,2.1001,0
217,8,117.48,1.9763,0
217,9,132.98,2.1312,0
217,10,111.38,2.0186,0
217,11,91.938,1.8793,0
217,12,157.77,2.0335,0
218,1,121.48,3.3384,0
218,2,97.824,3.319,0
218,3,117.12,3.4526,0
218,4,137.68,3.1802,0
218,5,105.03,3.2774,1
218,6,106.55,3.4509,0
218,7,121.81,3.3906,0
218,8,87.026,3.3222,0
218,9,156.91,3.3378,0
218,10,153.28,3.3542,0
218,11,159.19,3.3789,0
218,12,144.73,3.266,1
219,1,119.91,2.3133,0
219,2,93.085,2.5141,0
219,3,97.267,2.5543,0
219,4,99.775,2.4655,0
219,5,112.03,2.3985,0
219,6,139.21,2.603,0
219,7,140.55,2.7457,0
219,8,110.57,2.4955,0
219,9,107.29,2.633,0
219,10,98.152,2.3815,0
219,11,113.85,2.5546,0
219,12,96.611,2.59,0
220,1,128.13,2.0438,0
220,2,119.9,2.3382,0
220,3,91.459,2.4628,0
220,4,123.87,2.16,0
220,5,105.2,2.1916,0
220,6,87.829,2.4357,0
220,7,73.609,2.2634,0
220,8,122.06,2.4201,0
220,9,102.07,2.3888,1
220,10,73.306,2.3332,0
220,11,84.202,2.4247,0
220,12,109.53,2.4502,0
221,1,120.42,3.1172,0
221,2,117.11,3.3104,1
221,3,109.7,3.3583,0
221,4,130.45,3.2389,0
221,5,135.16,3.1906,0
221,6,112.01,3.1268,0
221,7,125.92,3.1155,0
221,8,165.54,3.2806,0
221,9,156.98,3.315,0
221,10,141.84,3.4071,1
221,11,146.85,3.1813,0
221,12,147.51,3.3198,1
222,1,72.166,1.1844,0
222,2,88.097,1.4142,0
222,3,121.89,1.2855,0
222,4,130.62,1.2297,0
222,5,83.604,1.3401,0
222,6,108.19,1.4429,0
222,7,97.233,1.3854,0
222,8,134.1,1.3375,0
222,9,127.02,1.3888,0
222,10,109.63,1.4363,0
222,11,147.94,1.2556,0
222,12,139,1.2929,0
223,1,122.67,3.3436,0
223,2,118.7,3.4283,1
223,3,106.26,3.3708,0
223,4,111.15,3.4365,1
223,5,101.69,3.5315,0
223,6,120.79,3.347,0
223,7,89.925,3.4774,0
223,8,96.219,3.5131,0
223,9,120.24,3.4401,0
223,10,126.57,3.4488,1
223,11,96.206,3.5023,0
223,12,102.23,3.4918,0
224,1,106.68,5.0788,0
224,2,112.64,5.1036,0
224,3,136.22,5.1007,0
224,4,148.64,5.0701,1
224,5,124.99,5.1408,1
224,6,88.895,5.1349,1
224,7,158.32,5.232,0
224,8,113.35,5.2366,1
224,9,123.95,5.2027,0
224,10,109.5,5.1372,0
224,11,91.558,5.1995,0
224,12,87.172,5.2978,0
225,1,143.75,3.5701,0
225,2,85.429,3.4375,0
225,3,111.17,3.4654,0
225,4,130.39,3.5485,0
225,5,113.79,3.6443,0
225,6,129.49,3.5977,0
225,7,120.85,3.4995,1
225,8,113.96,3.4418,1
225,9,97.656,3.6119,0
225,10,130.86,3.3998,0
225,11,122.68,3.5372,1
225,12,103.55,3.5446,0
226,1,114.16,4.0782,1
226,2,65.291,4.1552,0
226,3,115.96,4.0304,0
226,4,99.501,4.0406,0
226,5,108.59,4.2117,0
226,6,146.66,4.0702,0
226,7,62.548,4.2833,0
226,8,107.47,4.2648,0
226,9,127.38,4.1933,0
226,10,154.38,4.4294,0
226,11,120.48,4.181,0
226,12,99.019,4.1964,0
227,1,127.59,2.1091,0
227,2,92.718,2.2534,0
227,3,111.24,2.2423,0
227,4,127.34,2.3737,0
227,5,106.68,2.3256,0
227,6,114,2.1908,0
227,7,118.81,2.1383,0
227,8,133.11,2.227,1
227,9,91.847,2.2829,0
227,10,101.22,2.2111,0
227,11,134.56,2.1198,0
227,12,113.61,2.1889,0
228,1,127.16,2.1313,0
228,2,102.32,2.0923,0
228,3,123.53,2.2791,0
228,4,111.87,2.1936,0
228,5,74.231,2.2981,0
228,6,101.02,2.1327,0
228,7,122.88,2.2434,0
228,8,171.26,2.1791,0
228,9,90.316,2.3597,0
228,10,98.438,2.1477,0
228,11,134.53,2.2755,1
228,12,160.72,2.2493,1
229,1,118.18,4.4686,1
229,2,140.15,4.4826,0
229,3,147.34,4.6007,0
229,4,114.97,4.6949,1
229,5,127.5,4.4473,0
229,6,124.6,4.4591,1
229,7,113.69,4.6967,1
229,8,114.12,4.5392,0
229,9,123.78,4.6555,0
229,10,135.68,4.7063,1
229,11,121.72,4.75,1
229,12,128.93,4.5384,0
230,1,105.69,4.2137,0
230,2,103.79,4.3975,0
230,3,149.81,4.4159,0
230,4,136.16,4.35,1
230,5,155.78,4.3659,0
230,6,95.96,4.4278,0
230,7,122.72,4.2286,0
230,8,122.08,4.4624,0
230,9,135.08,4.483,0
230,10,126.01,4.401,0
230,11,162.8,4.3277,0
230,12,117.04,4.2296,0
231,1,105.67,4.1559,0
231,2,111.2,4.2244,0
231,3,162.61,4.1289,1
231,4,108.45,4.2246,0
231,5,120.8,4.0935,1
231,6,105.76,4.2127,1
231,7,163,4.1022,0
231,8,145.66,4.3946,0
231,9,114.9,4.2849,0
231,10,136.37,4.2633,0
231,11,106.89,4.2233,0
231,12,140.82,4.3271,0
232,1,129.79,2.904,0
232,2,117.4,2.7464,0
232,3,128.71,3.002,0
232,4,118.24,3.0831,0
232,5,114.16,3.0075,0
232,6,72.055,2.8522,0
232,7,97.348,2.9867,0
232,8,122.4,3.17,0
232,9,110.24,3.167,0
232,10,149.69,3.0031,0
232,11,131.36,3.0251,0
232,12,131.81,3.1508,0
233,1,125.79,3.3453,0
233,2,140.92,3.399,0
233,3,101.51,3.2004,0
233,4,122.61,3.4454,0
233,5,150.32,3.3499,0
233,6,134.7,3.3866,1
233,7,114.59,3.5508,0
233,8,135.72,3.4751,0
233,9,120.39,3.4589,0
233,10,129.23,3.5242,0
233,11,123.61,3.3579,1
233,12,120.79,3.415,1
234,1,106.65,3.2923,0
234,2,90.32,3.2381,0
234,3,84.403,3.1023,0
234,4,130.33,3.0457,0
234,5,116.5,3.2185,1
234,6,121.57,3.3629,0
234,7,91.717,3.4606,0
234,8,128.71,3.1855,0
234,9,168.71,3.2257,0
234,10,116.24,3.3151,0
234,11,103.44,3.4411,0
234,12,137.57,3.2947,0
235,1,116.46,1.8243,0
235,2,84.186,1.9995,0
235,3,130.61,1.8564,0
235,4,103.88,1.9956,0
235,5,125.52,1.9743,0
235,6,117.6,2.1643,1
235,7,119.01,2.0009,0
235,8,115.68,2.1183,0
235,9,104.35,2.0632,0
