treatment,sales,past_sales,female
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,4.08,0,0
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,1
0,0,8.6,1
1,0,0,0
0,0,0,0
1,0,8,0
1,0,0,1
1,0,0,1
1,0,1.23,0
0,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
0,0,4.8,1
0,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
1,3.95,0,1
0,0,0,1
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,4.39,0,0
0,9.89,0,0
1,0,4.32,0
0,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,5.86,0,1
1,0,0,1
1,0,0,0
1,0,0,0
1,7.63,0,0
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
1,0,3.54,0
0,0,0,0
1,0,0,1
1,0,0,0
0,0,0,1
1,0,0,0
1,0,1.74,1
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
1,0,0,0
1,4.62,0,0
1,0,0,1
0,0,0,1
1,0,0,1
1,0,0,0
1,12.43,0,0
1,0,0,0
1,0,0,0
0,0,5.55,0
0,0,0,1
1,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,1
1,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,2.65,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,0
0,0,0,1
0,0,11.81,0
1,0,0,1
1,0,3.06,0
0,0,0,1
0,0,0,1
0,0,0,0
1,0,0,1
1,0,0,0
0,0,0,1
1,0,0,0
0,6.88,0,0
0,0,5.6,0
0,15.96,0,0
0,0,0,0
1,0,0,0
0,0,5.74,0
1,0,0,0
0,6.89,0,1
1,0,0,1
1,0,0,0
1,2.15,2.09,1
0,0,0,0
0,3.11,4.04,0
1,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
0,0,2,1
0,0,2.9,0
1,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
1,6.03,0,0
1,0,0,0
1,0,0,1
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,1
1,0,0,1
1,0,0,1
1,0,1.8,1
0,0,0,1
1,0,0,0
1,0,12.39,0
1,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,3.39,1
1,3.04,0,0
1,0,0,1
1,0,0,1
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,1
0,0,2.64,0
1,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
1,6.66,0,0
1,0,0,0
1,0,3.85,0
1,0,0,0
0,0,0,0
1,0,0,0
1,5.04,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,1
1,4.03,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,1
1,0,0,0
0,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,1
0,9.48,0,0
1,0,0,1
1,0,0,1
1,0,2.58,0
0,0,0,1
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,1
1,0,0,1
0,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
1,13.54,0,1
1,0,0,0
1,0,0,1
0,0,7.36,0
1,0,0,1
1,5.45,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,1
0,0,3.08,1
1,5.19,0,0
1,0,0,0
1,0,0,1
0,4.39,0,1
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
0,0,3.8,1
0,0,0,0
0,10.82,0,0
0,0,0,1
0,0,0,0
1,0,3.06,0
1,9.23,0,0
1,3.72,9.94,0
1,0,0,1
1,0,0,1
0,0,5,0
1,0,0,1
1,0,0,1
1,0,0,0
1,0,0,1
1,0,0,1
1,0,0,0
1,0,0,0
1,0,0,1
0,0,0,0
0,0,7.36,1
0,6.94,5.03,0
0,0,4.31,1
1,0,0,0
1,0,0,0
1,5.49,0,0
1,0,0,0
1,7.8,0,0
0,0,3.21,0
1,0,0,1
1,0,0,0
1,0,0,1
0,0,0,1
1,0,0,0
0,0,0,1
1,0,0,0
1,22.38,0,1
0,0,0,1
0,0,0,0
1,0,0,0
0,0,0,0
0,13.81,0,0
0,8.62,0,0
1,0,0,0
0,0,0,1
0,0,0,1
1,0,0,1
1,1.85,0,0
0,0,0,0
1,0,0,1
1,0,0,0
0,6.21,4.49,0
1,0,0,0
0,0,0,1
0,0,3.93,1
0,0,0,1
0,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
1,0,0,0
1,0,0,1
1,0,7.54,1
1,0,0,0
1,0,0,0
1,0,0,1
0,0,0,1
1,0,0,1
1,0,0,0
1,0,0,0
1,0,0,0
0,12.11,0,0
0,4.8,4.18,1
1,0,0,0
1,0,5.97,1
1,0,0,0
1,0,0,0
0,0,0,0
1,0,4.57,0
0,0,0,1
0,0,0,1
1,0,0,0
0,0,0,1
0,0,0,0
0,0,5.14,1
1,0,0,0
0,0,13.45,0
1,0,0,1
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
0,9.46,0,0
0,0,0,0
0,0,4.64,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
1,0,3.76,0
0,0,0,0
1,0,0,0
1,0,2.73,0
0,0,0,1
0,2.15,0,1
1,11.19,0,1
0,0,0,0
0,2.96,0,1
1,0,0,0
1,0,6.34,1
1,0,0,1
1,0,0,1
1,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
1,0,4.92,1
1,0,8.12,0
1,0,0,0
0,0,0,1
0,0,0,1
0,0,3.21,0
0,0,0,0
1,2.68,0,0
0,0,0,1
0,0,0,1
0,0,0,0
1,0,0,1
1,0,0,0
0,0,5.07,0
1,0,0,0
0,0,0,0
0,0,0,1
0,0,2.92,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,1
0,0,0,1
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
0,6.89,0,1
0,0,0,1
1,0,0,1
0,10.06,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
1,6.67,0,0
1,0,0,1
1,0,0,0
0,0,0,0
1,0,0,1
1,0,0,1
1,0,0,1
0,10.42,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
1,0,19.13,1
0,7.47,0,0
0,0,0,1
1,0,0,1
0,0,3.7,0
1,0,0,1
1,8.56,0,1
1,0,3.38,0
1,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,1
0,0,0,1
1,0,2.14,0
0,0,0,0
0,0,0,1
1,0,12.51,0
0,0,0,0
0,8.25,0,1
1,0,0,0
1,0,0,0
0,0,0,0
1,4.75,0,0
0,0,0,1
1,0,0,1
1,0,0,1
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,1
1,12.16,0,0
0,0,0,1
0,0,0,1
1,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,5.26,0,0
1,0,0,1
1,0,3.03,1
1,0,0,1
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,3.11,0,0
1,0,0,0
1,0,0,1
1,0,0,1
0,0,0,1
0,5.71,6.2,0
1,0,0,0
1,0,0,1
1,2.61,0,1
0,0,0,1
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,1
1,0,0,1
0,8.73,0,0
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,0
1,16.59,0,0
0,1.76,0,0
1,0,0,0
1,0,7.58,0
1,0,0,1
1,0,0,0
1,0,0,1
0,0,0,1
0,0,0,1
1,0,0,0
0,0,0,0
1,6.03,0,0
0,0,0,1
1,0,0,1
0,0,5.3,0
0,0,0,1
1,2.58,7.68,0
1,0,0,1
0,0,0,1
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
0,0,15.86,1
1,0,0,1
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,1
1,0,0,1
0,0,5.77,0
1,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
0,3.38,0,0
1,7.4,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
1,0,2.7,1
1,0,0,0
0,0,0,1
0,0,16.2,0
0,0,0,1
1,0,0,0
0,6.66,0,0
1,0,0,0
1,0,4.45,0
1,0,0,1
1,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
1,8,0,0
0,0,0,1
0,3.62,0,1
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,1
0,11.66,0,0
1,0,0,0
0,0,0,1
0,0,0,1
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
1,8.39,3.49,0
1,0,0,1
0,0,0,1
1,0,5.94,0
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
1,0,0,0
1,19.37,0,0
1,0,0,0
1,0,0,0
0,3.58,0,0
0,0,0,1
1,0,0,1
0,3.65,0,0
0,4.56,0,1
1,0,0,1
0,0,0,1
1,0,14.28,0
1,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
1,0,4.81,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,1
1,0,2.98,0
1,0,3.51,0
1,4.22,0,0
0,0,0,1
1,0,0,0
1,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
1,0,0,1
0,0,0,1
0,8.6,3.97,0
1,0,0,1
1,0,7.1,1
1,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
1,0,0,1
1,7.76,0,1
1,0,0,0
0,0,4.41,1
1,0,0,1
1,0,0,0
1,0,0,0
0,5.13,0,0
0,0,0,1
0,0,0,0
1,0,0,1
1,4.45,0,1
0,0,6.75,0
1,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,3.5,0,0
0,0,0,0
1,0,6.18,0
0,0,4.72,1
0,0,0,0
0,0,0,1
0,0,7.41,0
0,0,0,0
0,0,0,1
1,3.41,0,0
0,0,0,0
1,0,8.26,0
0,0,0,1
1,3.31,0,0
1,0,0,1
1,0,0,0
1,7.67,0,0
0,0,0,1
0,3.93,0,0
0,8.98,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,1
1,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,7.88,1
1,0,0,1
1,18.2,4.53,0
1,0,0,1
0,0,6.87,0
1,0,14.31,1
1,0,0,1
0,0,0,1
1,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,8.16,0,1
1,0,3.03,0
0,0,0,0
1,4.65,0,0
0,0,4.94,0
1,0,0,1
1,0,0,1
0,0,0,0
1,5.04,0,0
1,0,6.2,1
0,0,0,1
1,9.91,0,0
1,3.72,0,1
1,14.49,0,1
1,0,0,0
0,0,0,0
0,5.22,0,1
1,0,0,1
1,0,0,0
0,0,0,1
0,0,0,1
1,9.79,0,1
1,0,0,1
0,0,0,1
0,3.87,0,0
0,0,0,1
1,4.51,0,0
0,25.87,0,0
0,0,0,1
0,3.19,3.73,0
0,0,0,0
0,0,0,0
1,0,0,1
1,6.24,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,9.36,0
0,0,0,0
1,0,0,0
1,0,0,1
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
1,12.14,0,0
0,0,0,1
0,0,0,1
1,0,0,0
1,0,3.72,1
1,0,0,0
1,0,0,1
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
1,7.61,0,0
1,0,0,1
0,0,0,1
1,0,0,0
0,0,0,1
0,0,0,1
1,0,0,1
0,0,13.22,1
1,0,0,1
0,0,0,0
1,0,0,1
0,0,0,1
1,0,0,0
1,0,0,0
1,6.66,3.62,1
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
1,0,5.12,0
1,0,0,1
0,0,0,1
1,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,4.16,0,1
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
0,0,0.98,1
1,0,8.5,0
1,0,0,0
1,0,0,1
1,0,0,0
0,0,0,1
1,0,0,0
1,5.59,0,0
0,5.38,0,1
0,0,0,1
1,0,0,0
0,0,0,0
0,3.82,0,1
1,0,0,1
1,0,0,0
1,0,1.84,1
0,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
1,0,0,0
1,0,2.68,0
1,0,0,0
1,13.33,0,0
0,0,0,1
0,0,0,0
0,0,0,0
1,0,3.78,0
0,0,0,1
0,0,0,0
0,3.52,0,0
0,3.3,0,0
0,0,0,0
1,0,0,0
1,0,0,1
1,0,0,1
0,7.36,0,1
1,0,0,0
0,0,5.12,0
0,4.32,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,3.55,3.88,0
1,0,0,0
1,6.18,3.48,0
0,0,0,1
0,0,0,0
1,0,0,1
1,0,0,1
0,11.27,0,0
1,0,2.63,1
1,0,0,0
0,0,0,1
1,0,0,0
1,15.15,0,0
1,0,0,0
1,0,0,0
0,10.91,0,1
1,0,0,0
0,0,0,1
0,0,1.96,0
1,3.43,0,0
1,0,0,1
1,0,0,0
1,0,0,1
0,0,0,1
0,0,0,1
1,0,0,1
1,0,0,1
1,0,0,0
1,0,0,1
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
1,0,0,1
0,0,0,1
1,0,0,1
0,0,0,1
0,0,5.52,1
1,0,0,0
1,0,0,1
1,0,0,1
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
1,0,0,0
0,0,0,0
1,3.7,0,0
1,0,3.66,1
0,0,6.01,0
0,0,0,1
0,0,0,0
0,0,0,0
1,0,3.7,0
1,0,0,1
1,0,0,0
1,0,0,0
0,3.64,0,0
1,0,1.87,0
0,0,0,1
0,0,3.35,1
0,0,0,1
0,0,0,0
0,6.2,0,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
1,0,6.07,1
0,0,0,1
1,0,0,0
0,6.78,0,0
0,0,0,0
0,0,0,1
0,0,0,0
1,6.48,3.03,0
1,0,0,0
1,0,0,0
1,0,2.18,1
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
1,0,0,0
1,0,0,1
0,9.47,0,0
1,0,0,1
0,0,0,0
1,0,0,1
0,0,0,1
1,0,0,1
0,0,0,0
0,13.68,0,1
0,0,0,0
0,0,0,1
1,0,0,1
0,0,0,0
0,0,0,1
0,6.99,0,1
1,0,3.03,1
1,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
0,0,0,0
1,12.29,0,0
0,0,0,1
0,0,0,0
1,0,0,1
1,3.11,0,0
0,0,0,0
0,0,0,0
1,3.01,3.19,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
1,0,0,1
1,0,5.94,0
0,0,0,0
1,0,2.94,0
1,0,0,1
0,0,0,1
1,0,11.49,0
1,0,0,0
1,3.59,8.45,0
1,3.91,0,1
1,0,0,0
1,0,3.89,1
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
0,0,0,0
0,0,0,1
1,0,0,1
1,5.06,0,1
0,0,0,0
1,4.44,1.6,1
0,0,0,1
1,0,0,1
0,0,0,0
0,3.33,0,0
0,0,0,1
0,3.35,0,0
0,0,3.17,1
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
1,0,0,1
1,0,0,1
0,0,0,1
1,0,0,1
1,0,0,0
1,0,0,1
1,0,0,1
0,0,3.04,0
0,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
1,0,3.86,0
1,0,0,1
0,8.5,0,0
1,0,0,1
0,0,0,1
1,0,0,0
1,0,0,0
0,0,0,0
0,0,2.95,0
1,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,1
1,10.38,0,0
1,0,0,1
1,0,0,0
1,0,0,0
0,4.62,0,0
1,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
1,0,0,0
0,2.72,0,0
1,9.73,0,0
0,0,0,1
1,0,0,0
1,0,0,1
0,0,0,1
1,0,0,1
0,0,0,0
0,0,0,0
1,11.39,0,0
0,7.57,0,1
1,0,0,0
1,0,3.45,0
1,0,0,1
0,0,0,0
0,0,0,0
0,0,1.19,0
0,6.82,0,0
0,0,0,0
0,0,0,1
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,1
0,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
0,0,4.41,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,5.92,0
0,0,0,1
0,9.15,0,1
1,0,0,0
1,0,0,1
1,0,0,0
0,0,2.77,0
1,0,0,1
0,0,3.49,1
0,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,1
1,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
1,8.31,5.06,0
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,1
0,0,0,0
1,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
0,0,0,1
1,0,0,1
0,0,0,1
1,0,6.41,0
1,0,0,0
1,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
0,0,0,1
1,0,0,0
1,6.87,0,1
1,7.16,0,1
1,0,0,0
1,3.22,0,0
1,0,0,1
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,4.42,0,1
1,0,0,0
1,0,0,1
0,0,0,0
1,4.34,0,1
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
1,0,2.7,1
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
0,0,3.4,0
0,0,0,0
1,0,0,1
1,0,3.11,0
1,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
1,0,0,1
1,0,0,1
1,0,0,0
1,8.82,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
1,0,7.24,1
0,0,0,0
1,0,0,0
1,4.01,0,0
0,6.57,0,1
0,0,0,1
1,6.55,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,5.58,0
1,0,8.18,0
0,0,0,0
0,0,8.6,0
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
0,0,0,1
0,0,0,0
1,0,3,0
0,0,0,0
0,5.27,0,0
0,0,3.15,0
1,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,1
1,0,0,1
0,5.93,0,0
1,0,0,1
1,0,0,1
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,1
0,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
0,0,6.84,1
1,7.6,0,1
0,0,5.51,1
0,0,3.39,1
1,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,13.36,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,2.06,0,1
1,0,0,0
1,0,0,1
0,0,0,1
0,2.49,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,1
1,0,5.43,0
1,0,0,1
0,8.75,0,1
1,0,0,0
1,0,6.63,1
0,0,0,0
0,7.23,0,1
0,0,0,1
0,0,0,0
1,0,0,1
1,0,0,0
1,3.51,0,0
0,0,0,1
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
1,0,5.02,0
0,0,0,0
0,0,5.62,0
0,0,0,0
0,0,0,0
1,0,0,1
1,6.85,8.01,0
1,0,0,0
1,13.63,0,0
0,0,0,1
1,0,0,1
1,11.73,0,0
0,0,10.47,0
0,0,0,1
1,0,0,0
1,0,0,0
0,0,0,1
1,0,0,1
1,0,5.81,0
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,1
1,0,0,1
1,4.02,0,0
1,0,0,0
0,0,0,1
1,6.16,0,1
0,0,0,1
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,1.89,0,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
1,0,2.39,0
1,0,11.04,0
0,0,0,1
0,0,0,1
0,0,0,0
0,5.24,0,0
0,0,0,1
1,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,1
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
0,0,3.09,1
1,4.14,0,0
1,0,0,0
0,7.16,0,0
1,0,6.8,0
0,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
1,0,7.46,0
0,0,0,1
0,0,0,1
1,0,0,0
0,3.57,0,0
1,4.12,0,0
1,0,0,0
0,2.41,4.07,0
0,0,0,1
0,0,0,0
0,0,2.1,0
0,0,0,1
0,8.92,0,0
1,0,11.37,0
1,0,0,0
1,7.26,5.43,1
1,0,0,0
1,0,0,1
1,0,0,1
0,0,0,1
0,0,0,1
1,0,0,1
1,0,0,0
0,0,0,0
0,0,0,1
0,5.97,0,0
1,11.31,0,1
0,10.69,0,1
1,0,0,1
0,0,0,0
0,0,0,1
1,5.19,0,1
0,0,0,0
1,0,0,1
0,0,5.73,1
1,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
0,6.82,0,1
1,0,7.98,1
0,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
0,0,0,1
1,5.87,0,0
0,0.76,0,0
1,0,0,0
1,0,4.3,1
0,0,0,0
0,0,0,1
0,0,0,1
1,0,0,0
1,0,0,1
1,0,8.17,1
0,0,0,0
1,0,4.69,1
0,0,10.79,0
1,0,0,0
1,0,0,0
1,8.75,0,0
0,0,0,1
1,6.94,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,5.66,0,0
1,5.44,0,0
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,6.65,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
0,0,10.7,1
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,0
0,0,0,1
0,0,0,1
1,0,0,1
0,0,0,0
1,9.32,0,0
1,0,0,1
0,0,0,1
1,0,3.88,1
0,8.45,0,1
1,0,0,1
0,0,0,1
1,6.33,0,0
0,0,0,0
0,0,0,1
1,0,0,1
0,0,0,0
1,0,0.83,0
1,0,0,1
1,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
1,0,0,1
0,0,4.51,0
1,0,0,0
1,0,0,0
1,0,0,1
0,12.71,0,1
1,0,0,0
1,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
1,4.9,0,0
0,0,0,1
0,8.12,0,1
0,0,0,0
1,0,0,0
1,0,0,1
0,3.86,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,6.6,0
1,0,0,0
1,5.4,0,0
1,0,0,1
1,0,3.09,0
1,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
0,0,1.44,1
1,0,0,1
1,0,0,1
0,0,0,1
0,8.92,0,0
1,0,0,1
0,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
0,0,3.56,1
0,0,0,0
0,0,0,0
1,0,2.65,0
0,2.35,0,1
1,0,0,1
1,0,0,1
0,2.28,0,1
0,0,0,0
1,0,0,0
1,0,0,0
0,0,2.41,0
0,0,0,0
0,0,0,1
1,0,0,1
1,0,0,0
0,0,2.62,0
1,0,2.94,0
1,0,0,1
0,0,7.36,0
1,0,0,1
1,0,3.9,0
0,13.51,0,0
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
0,6.06,0,0
0,0,0,1
1,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,1.41,0
0,0,0,0
0,0,0,1
0,2.25,0,0
0,0,7.15,0
0,0,0,1
1,0,0,1
0,6.59,0,0
0,0,0,1
1,0,2.48,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,3.39,1
1,0,0,1
1,13.77,0,0
1,0,3.93,0
0,0,0,0
0,0,0,0
0,5.75,0,0
1,6.79,7.67,0
0,0,3.61,0
1,0,0,0
1,0,0,0
0,0,0,0
0,5.58,0,0
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,6.21,0,0
1,0,0,0
0,0,0,0
0,8.32,3.81,0
1,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,1
1,0,0,1
0,0,4.64,1
1,0,3.9,1
0,0,0,0
0,0,0,1
1,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,8.41,0,0
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,1
1,0,0,1
1,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
1,0,0,0
0,0,4.27,0
1,0,0,0
1,9.01,3.41,0
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,1
0,7.72,0,0
